Date,closedPnL_num_sum,closedPnL_num_mean,closedPnL_num_median,size_num_sum,size_num_mean,size_num_median,notional_sum,notional_mean,pnl_pct_mean,leverage_num_mean,trade_count,win_rate,median_leverage,Classification,sentiment_code
2024-06-09,-1104.856765,-26.306113452380952,-24.855381,1449.6331,34.51507380952381,32.0,39047.114830000006,929.6932102380954,-0.2490233075343705,,42,0.0,,Extreme Greed,
2024-06-10,130.487079,5.9312308636363635,0.0,4.8180499999999995,0.2190022727272727,0.10252,300130.58184,13642.299174545455,0.0004957358183303506,,22,0.22727272727272727,,Greed,1.0
2024-06-11,2817.83723,187.85581533333334,0.0,11683.6737,778.91158,0.14566,123906.91204000001,8260.460802666666,0.025696106750324868,,15,0.4666666666666667,,Greed,1.0
2024-06-12,-92624.643895,-229.83782604218362,0.0,108676.63024,269.6690576674938,19.27,3471019.3051,8612.951129280396,0.060874126726516146,,403,0.23325062034739455,,Greed,1.0
2024-07-01,-835.681235,-8.615270463917525,0.0,165182.52107,1702.9125883505153,22.6302,1048850.051251,10812.887126298969,-0.0014659876006680014,,97,0.09278350515463918,,Neutral,
2024-07-02,241.24212,16.082808,0.0,13261.9,884.1266666666667,107.5,6758.70464,450.58030933333333,0.018161287799247645,,15,0.13333333333333333,,Neutral,
2024-07-04,0.0,0.0,0.0,14.7128,0.6396869565217391,0.2,49988.1611,2173.398308695652,0.0,,23,0.0,,Fear,0.0
2024-07-05,883.537693,49.08542738888889,9.50184,619867.0196,34437.05664444444,5.9535,108717.587358,6039.865964333334,0.010229862516919876,,18,0.5,,Fear,0.0
2024-07-06,8902.467416,20.23288049090909,0.0,272861.1558,620.1389904545455,338.05,1098588.8932400001,2496.7929391818184,0.004439355856292894,,440,0.4,,Fear,0.0
2024-07-07,61.428942,6.1428942,4.9143155,125.0,12.5,10.0,498.75,49.875,0.12316580454607151,,10,1.0,,Fear,0.0
2024-07-08,188.789255,5.720886515151515,0.0,29210.93451012,885.1798336400001,12.0,2492.769600670129,75.53847274757966,0.049121699063019414,,33,0.30303030303030304,,Fear,0.0
2024-07-10,0.0,0.0,0.0,3.4539,0.16447142857142857,0.05292,219984.64516000001,10475.459293333333,0.0,,21,0.0,,Fear,0.0
2024-07-11,4493.353136,39.764187044247784,3.894186,132565.51276,1173.1461306194692,98.0,111335.248923,985.2676895840708,0.1460693010358661,,113,0.5309734513274337,,Fear,0.0
2024-07-12,85906.279067,282.5864442993421,0.0,1291173.42509178,4247.281003591382,61.9,451733.35789760563,1485.964993084229,0.08018624761783281,,304,0.4309210526315789,,Fear,0.0
2024-08-01,-269.874439,-2.1083940546875,0.0,108119.81523000001,844.6860564843751,1.11188,1522452.47911,11894.159993046875,-0.0011168904600843573,,128,0.25,,Neutral,
2024-08-02,770.756024,77.07560240000001,0.0,5609953.100000001,560995.31,317.55,26051.1241,2605.11241,0.021876745392377175,,10,0.4,,Greed,1.0
2024-08-03,4271.886236,63.7594960597015,12.4432,3448270.8,51466.72835820895,207.0,183583.229574,2740.048202597015,0.04670959429604656,,67,0.8805970149253731,,Fear,0.0
2024-08-04,1218.4267,40.614223333333335,0.0,11492.048999999999,383.06829999999997,0.7341,211940.64508,7064.688169333333,0.0017080645678893489,,30,0.03333333333333333,,Fear,0.0
2024-08-05,1.56576,0.12044307692307693,0.0,239.8835,18.452576923076922,3.9334,65973.57249,5074.890191538462,0.003278006291100177,,13,0.07692307692307693,,Fear,0.0
2024-08-06,129.13883900000002,4.453063413793104,0.0,2425.2625000000003,83.62974137931036,4.67,97351.86465,3356.96085,0.0013990052764526436,,29,0.27586206896551724,,Extreme Fear,
2024-08-07,0.0,0.0,0.0,156.0,156.0,156.0,497.64,497.64,0.0,,1,0.0,,Fear,0.0
2024-08-08,-40.712216999999995,-4.5235796666666666,0.0,14545.8545382,1616.2060597999998,271.35,16299.355026344874,1811.0394473716526,-0.02962734917944681,,9,0.0,,Extreme Fear,
2024-08-09,0.0,0.0,0.0,0.93414,0.93414,0.93414,0.10981749839999999,0.10981749839999999,0.0,,1,0.0,,Neutral,
2024-08-10,5396.546638,149.90407327777777,29.615628,414.530151,11.514726416666667,0.11560999999999999,434584.1281958693,12071.781338774148,0.011969984006570223,,36,0.9166666666666666,,Fear,0.0
2024-08-11,-64.41354100000007,-1.6516292564102582,0.0,8026.56244,205.80929333333333,0.22685,270700.42376000003,6941.036506666667,-0.01216597308697221,,39,0.15384615384615385,,Fear,0.0
2024-08-12,15965.933436,38.014127228571425,0.0,930353.7121,2215.127885952381,20.605,932939.660374,2221.284905652381,0.03562927917749933,,420,0.3619047619047619,,Fear,0.0
2024-09-01,-826.349863,-11.804998042857143,0.0,129356.31168,1847.9473097142857,6.6815,870051.9215299999,12429.313164714285,-0.0017712188580111287,,70,0.2571428571428571,,Fear,0.0
2024-09-03,9949.501624,85.03847541880343,25.01825,17984276.7,153711.76666666666,937.5,658178.765539,5625.4595345213675,0.02477063800589302,,117,0.8290598290598291,,Fear,0.0
2024-09-04,0.0,0.0,0.0,16.2979,5.4326333333333325,2.9087,57063.83727,19021.27909,0.0,,3,0.0,,Fear,0.0
2024-09-05,1147.595856,40.985566285714285,0.0,34670.3984,1238.2285142857143,1.84275,221966.12848999997,7927.361731785713,0.00331540411819065,,28,0.39285714285714285,,Fear,0.0
2024-09-06,0.0,0.0,0.0,479.66769999999997,28.215747058823528,37.0,22410.216839999997,1318.2480494117644,0.0,,17,0.0,,Extreme Fear,
2024-09-07,648.984412,43.265627466666665,37.164306,600.0,40.0,43.0,2736.4455,182.4297,0.2322769185050374,,15,1.0,,Extreme Fear,
2024-09-08,18082.071276,125.56993941666666,0.0,84372.3108,585.9188250000001,136.0,503204.82161845063,3494.477927905907,0.01195432652377288,,144,0.2986111111111111,,Fear,0.0
2024-09-09,0.0,0.0,0.0,349080.0,174540.0,174540.0,4014.42,2007.21,0.0,,2,0.0,,Fear,0.0
2024-09-10,396.06272,28.290194285714286,0.0,3.5594,0.25424285714285716,0.27824000000000004,220399.92491,15742.851779285715,0.0014052197142445458,,14,0.21428571428571427,,Fear,0.0
2024-09-11,102.90894,1.196615581395349,0.0,77022.8972,895.6150837209303,522.0,193384.397206,2248.6557814651164,0.0020061472898885236,,86,0.22093023255813954,,Fear,0.0
2024-09-12,6310.967676,11.708659881261596,0.0,170346.94181,316.0425636549165,27.9,983949.726508,1825.5096966753247,0.02554510014135027,,539,0.31910946196660483,,Fear,0.0
2024-10-01,-1517.091342,-7.860576901554404,0.0,200302.43156,1037.8364329533679,0.75,2057479.485642,10660.51546964767,0.0010942519914578267,,193,0.21243523316062177,,Neutral,
2024-10-03,2482.9272,59.117314285714286,2.505,32040.08,762.8590476190477,32.0,219973.8624,5237.472914285715,0.027981370919520375,,42,0.6904761904761905,,Fear,0.0
2024-10-04,5207.443414,127.01081497560976,32.322,102.5007,2.5000170731707314,1.1693,351735.94638,8578.925521463414,0.013949453929989121,,41,0.8780487804878049,,Fear,0.0
2024-10-05,2101.741695,95.53371340909092,0.0,53.3457,2.4248045454545455,1.71465,156881.99536,7130.999789090909,0.009406223535563552,,22,0.2727272727272727,,Neutral,
2024-10-06,31.266804999999998,0.589939716981132,0.0,5358.5419,101.1045641509434,117.8,46587.90546,879.0170841509434,0.0006987640649923153,,53,0.33962264150943394,,Neutral,
2024-10-07,11977.734907,213.88812333928573,59.449220999999994,6773.8043,120.96079107142857,4.6759,687900.18475,12283.931870535715,0.046102339982634244,,56,0.6785714285714286,,Neutral,
2024-10-08,0.0,0.0,0.0,155667.97957,1768.9543132954545,80.0,11339.27659695112,128.85541587444456,0.0,,88,0.0,,Neutral,
2024-10-09,-219.729659,-73.24321966666666,-37.697891,66673.7621,22224.58736666667,0.6312,2547.28609,849.0953633333334,-0.08222840979562095,,3,0.0,,Neutral,
2024-10-10,0.0,0.0,0.0,5.04899,0.315561875,0.35,300024.33151,18751.520719375,0.0,,16,0.0,,Fear,0.0
2024-10-11,991.114334,5.728984589595376,0.0,840527.93569,4858.5429808670515,85.0,413636.714386,2390.9636669710985,0.0023683587103156393,,173,0.2947976878612717,,Fear,0.0
2024-10-12,39325.770231,24.640206911654136,0.787791,2869587.4983333,1797.987154344173,33.35,3150423.8495111354,1973.9497803954482,0.03073597996515652,,1596,0.5870927318295739,,Neutral,
2024-11-01,-164.08950099999998,-7.813785761904761,0.0,846.43972,40.30665333333333,2.48,305314.08634,14538.766016190475,-0.0005472195068594851,,21,0.23809523809523808,,Extreme Greed,
2024-11-02,983.443176,28.924799294117648,0.0,26558.56903,781.1343832352941,0.7902549999999999,212311.821349,6244.465333794118,0.02221595140188129,,34,0.20588235294117646,,Greed,1.0
2024-11-03,3588.179495,85.43284511904761,18.72521,139371.0,3318.3571428571427,544.6,176519.42601,4202.843476428571,0.041485119076015445,,42,0.9285714285714286,,Greed,1.0
2024-11-04,389.743164,24.35894775,0.0,21.5697,1.34810625,0.539,76400.96631999999,4775.0603949999995,0.0019971554285073707,,16,0.125,,Greed,1.0
2024-11-05,251.604742,27.956082444444444,6.001646,21.6418,2.4046444444444446,0.5134,63248.936779999996,7027.659642222222,0.003969568655631121,,9,1.0,,Greed,1.0
2024-11-06,4320.631811,35.12708789430894,0.0,14340.01016,116.58544845528455,8.0,373279.909833,3034.796014902439,0.011491314549096146,,123,0.13821138211382114,,Greed,1.0
2024-11-07,1876.812082,98.77958326315789,0.0,53.826499999999996,2.832973684210526,2.8071,169887.01205999998,8941.42168736842,0.01035170553568813,,19,0.47368421052631576,,Extreme Greed,
2024-11-08,847.7766200000001,35.32402583333334,0.0,95524.24650000001,3980.1769375000003,5251.5,44230.218423,1842.925767625,0.006781643187778241,,24,0.16666666666666666,,Extreme Greed,
2024-11-09,0.0,0.0,0.0,35870.82982,35870.82982,35870.82982,0.5380624473,0.5380624473,0.0,,1,0.0,,Extreme Greed,
2024-11-10,8885.327477,341.74336450000004,232.8029795,4520.60588,173.86945692307694,0.29125,488904.16735649866,18804.00643678841,0.014341869189365518,,26,0.6923076923076923,,Extreme Greed,
2024-11-11,6749.630996,18.09552545844504,0.0,3050577.40352,8178.491698445041,1.3913,1570572.268259,4210.649512758713,0.0066308894612392795,,373,0.24664879356568364,,Extreme Greed,
2024-11-12,319051.554217,261.30348420720725,2.259711,371860.94751,304.5544205651106,16.29,2194098.364461,1796.9683574619164,0.16532288953103938,,1221,0.7125307125307125,,Extreme Greed,
2024-12-01,-1925.519024,-275.0741462857143,0.0,1542.27934,220.32562000000001,1.06704,200082.27383999998,28583.181977142853,-0.005690485639946052,,7,0.0,,Extreme Greed,
2024-12-02,913.8817869999998,57.11761168749999,-26.696452,1017.55939,63.597461875,0.49946500000000005,227247.68179,14202.980111875,-0.004654567824650793,,16,0.375,,Extreme Greed,
2024-12-03,3039.166,379.89575,16.76285,11404.0,1425.5,830.9499999999999,103040.842,12880.10525,0.05013706729735541,,8,0.875,,Extreme Greed,
2024-12-04,-592.6458390000001,-4.594153790697676,4.032548,21920455.0583,169926.00820387597,636.0,442088.595023,3427.043372271318,0.008342322603475739,,129,0.5503875968992248,,Extreme Greed,
2024-12-05,0.0,0.0,0.0,34544.4206,1501.9313304347825,10.0,55179.539282,2399.1104035652174,0.0,,23,0.0,,Extreme Greed,
2024-12-06,-21886.531493,-86.16744682283463,0.0,37105.51234,146.0846942519685,125.80000000000001,193407.9471,761.4486106299212,-0.048200756701514295,,254,0.08267716535433071,,Greed,1.0
2024-12-07,1412.314654,74.33235021052631,0.0,6408.3182,337.2799052631579,5.5,89582.96714000001,4714.893007368421,0.049373177059141723,,19,0.47368421052631576,,Extreme Greed,
2024-12-08,858.6705000000001,17.88896875,0.0,59463.483204000004,1238.82256675,32.0,54167.3325293208,1128.48609436085,0.0056075677784279306,,48,0.125,,Extreme Greed,
2024-12-10,541.55471,54.155471,20.7155355,2.54599,0.254599,0.21386,159713.39476,15971.339476,0.0037782642873788624,,10,0.7,,Extreme Greed,
2024-12-11,3494.399394,20.435084175438597,0.0,144432.45464,844.6342376608188,9.1768,1226354.4955799999,7171.663716842105,0.0027886015516715027,,171,0.19883040935672514,,Greed,1.0
2024-12-12,599151.795008,310.1199767122153,10.681751,1644131.25544,850.9996146169772,13.505,4557189.73703446,2358.793859748685,0.24189879004732093,,1932,0.6997929606625258,,Extreme Greed,
2025-01-01,-9528.065345,-99.25068067708334,0.0,34746.99172,361.94783041666665,49.35,282582.080708,2943.5633407083333,0.012564728833085861,,96,0.3020833333333333,,Greed,1.0
2025-01-02,32300.205017,50.946695610410096,1.763296,6531578.90293,10302.174925757097,77.28,1363746.251289,2151.0193237996846,0.02645633345220786,,634,0.5962145110410094,,Greed,1.0
2025-01-03,10596.108968,60.897177977011495,0.0,252969.30428563,1453.8465763541953,13.594999999999999,263824.12591388,1516.23060870046,0.0367144604271849,,174,0.4482758620689655,,Greed,1.0
2025-01-04,-2202.6622420000003,-11.472199177083334,0.0,922157.5379400001,4802.903843437501,43.26,704445.12239,3668.9850124479167,-0.01564809818059688,,192,0.4583333333333333,,Greed,1.0
2025-01-05,54536.829297000004,44.338885607317074,0.0,101855.22113,82.80912286991871,13.610199999999999,10720240.60794,8715.642770682927,0.026556368929177992,,1230,0.43089430894308944,,Greed,1.0
2025-02-01,8716.519087,24.145482235457067,0.0,398599.55802,1104.1539003324099,83.8,774674.85594,2145.913728365651,0.01767825050701756,,361,0.45706371191135736,,Greed,1.0
2025-02-02,162854.759623,123.46835452843062,0.0,2856407.23053,2165.5854666641394,77.58,5661092.351257195,4291.957809899313,0.008689782248747887,,1319,0.35860500379075055,,Greed,1.0
2025-02-03,66914.320708,125.77879832330827,0.0120845,256166.66921,481.5162955075188,14.62645,6460848.75823,12144.45255306391,0.0299731867811755,,532,0.5018796992481203,,Fear,0.0
2025-02-04,202212.740938,187.930056633829,28.665758500000003,3768092.12272,3501.94435197026,44.09,3867930.737374,3594.7311685631967,0.05478768451046172,,1076,0.8949814126394052,,Greed,1.0
2025-03-01,6028.486793,11.867099986220472,0.0,380142.44466,748.3118989370079,65.65,771209.104457,1518.1281583799214,0.011182387299158042,,508,0.27165354330708663,,Extreme Fear,
2025-03-02,348871.326269,146.58459086932774,0.0,12993753.49954967,5459.560293928433,21.345,22592901.397937045,9492.815713418926,0.06287353544677866,,2380,0.4634453781512605,,Fear,0.0
2025-03-03,616413.032233,415.9332201302294,9.005766,1215235.7347,819.9971219298245,12.91,8244590.617822,5563.151563982456,0.05577542893150533,,1482,0.6153846153846154,,Fear,0.0
2025-03-04,-2365.961276,-1.353524757437071,0.0,5323868.72889,3045.6914925,50.0,8670233.201231001,4960.087643724829,-0.0008717708808476997,,1748,0.2974828375286041,,Extreme Fear,
2025-04-01,2553.537968,6.882851665768194,0.0,195756.23854,527.6448478167116,7.709,1826029.677386,4921.912877051213,0.019559762760645583,,371,0.20215633423180593,,Fear,0.0
2025-04-02,416876.88812,165.9541752070064,0.0,1144231.01994,455.5059792754777,19.155,15678409.382138,6241.405008812899,0.01599811736480457,,2512,0.276671974522293,,Fear,0.0
2025-04-03,182075.566585,75.80165136761032,0.0,949350.55796,395.2333713405495,46.765,11124247.007898001,4631.243550332224,0.013658621632248413,,2402,0.25353871773522063,,Fear,0.0
2025-04-04,-25515.678949999998,-20.05949602987421,0.0,1425479.21115,1120.6597571933962,53.055,3835545.73728,3015.3661456603772,9.873638650260433e-05,,1272,0.38757861635220126,,Fear,0.0
2025-05-01,3187.719363,13.337737920502093,0.0,260134.01253,1088.4268306694562,91.0,451943.5077764512,1890.9770199851514,0.027639320159941205,,239,0.41841004184100417,,Neutral,
2025-05-02,56706.235562,43.721075992289904,0.0,1176756.31614,907.2909145258288,16.3,8743231.55327,6741.119162120277,0.010304313853364088,,1297,0.3215111796453354,,Greed,1.0
2025-05-03,269328.365917,162.24600356445782,34.0166975,656600.24214,395.54231454216864,70.0,9193653.8498,5538.345692650602,0.04069330450460953,,1660,0.7584337349397591,,,
2025-05-04,35907.33771,99.74260475,1.814678,1578033.86483985,4383.427402332916,34.565,1267564.24297765,3521.0117860490277,0.020051653573963133,,360,0.5805555555555556,,,
